transaction_id,member_id,isbn,checkout_date,return_date,branch_id
TXN002261,M32913,978-1-438503-57-8,2025-10-12,2025-10-24,BR014
TXN002262,M16672,978-1-960109-18-7,2024-09-03,2024-09-07,  BR007 
TXN002263,M54296,978-1-984274-80-9,2025-05-17,2025-06-14,BR004
TXN002264,M25448,978-0-407057-70-8,2025-04-10,2025-04-17,BR008
TXN002265,M10292,978-0-227950-98-2,2024-10-24,2024-11-23,BR010
TXN002266,M49953,978-1-445200-77-4,2024-09-30,2024-10-29,BR011
TXN002267,M14643,978-1-650131-36-8,2025-06-15,2025-07-01,BR015
TXN002268,M17536,978-0-741784-17-9,23/06/2025,2025-07-03,BR010
TXN002269,M56385,978-0-699121-90-3,09/12/2024,2024-09-18,BR006
TXN002270,M62699,978-0-607157-98-7,2024-01-18,2024-01-25,BR002
TXN002271,M21107,978-1-547798-87-2,2025-06-01,2025-06-05,BR015
TXN002272,M73886,978-1-322086-79-8,2025-04-11,2025-04-19,BR013
TXN002273,M71695,978-1-372273-77-3,2024-05-26,2024-06-24,BR005
TXN002274,M33878,978-1-236014-88-7,2023-11-07,2023-11-22,BR005
TXN002275,M96019,978-1-644951-90-3,2023-11-02,2023-11-26,BR003
TXN002276,M66880,978-1-322086-79-8,2024-10-01,2024-10-08,BR015
TXN002277,M24505,978-1-616428-33-4,2024-08-16,2024-08-30,BR001
TXN002278,M53412,978-0-843007-47-3,2024-06-10,2024-06-26,BR003
TXN002279,M97194,978-0-101657-25-9,06/03/2025,2025-03-24,BR002
TXN002280,M74955,978-0-587467-90-8,2025-06-10,2025-07-05,BR012
TXN002281,M62412,978-0-873291-36-1,2024-08-06,2024-09-02,BR015
TXN002282,M60967,978-1-534153-15-8,2025-09-02,2025-09-07,BR002
TXN002283,M30387,978-1-466634-81-7,2025-03-10,2025-03-18,BR001
TXN002284,M16820,978-0-111846-91-9,2024-04-22,2024-05-12,BR006
TXN002285,M11052,978-0-823535-46-0,2025-09-13,2025-09-16,BR005
TXN002286,M66223,978-1-928580-18-8,2025-10-09,2025-10-15,BR003
TXN002287,M42698,978-1-414870-74-8,2025-10-11,2025-11-03,BR002
TXN002288,M42421,978-1-904291-10-7,09/18/2024,2024-10-11,BR007
TXN002289,M23508,978-0-819150-52-3,21/06/2024,2024-06-28,BR009
TXN002290,M87489,978-1-515287-82-7,2024-03-07,2024-03-12,BR003
TXN002291,M62596,978-1-322086-79-8,2024-09-06,2024-09-20,BR004
TXN002292,M12314,978-0-972460-32-3,2025-07-18,2025-07-31,BR002
TXN002293,M63385,978-0-446569-53-8,2024-01-31,2024-02-08,BR012
TXN002294,M39068,978-1-597549-14-1,2024-09-12,,BR008
TXN002295,M65977,978-0-604884-29-9,2025-08-28,2025-09-09,  BR005 
TXN002296,M46773,978-1-663051-52-3,2023-11-07,2023-11-18,BR012
TXN002297,M16233,978-1-922072-62-7,2025-02-16,,BR001
TXN002298,M52157,978-0-975671-76-4,2025-10-12,2025-11-01,BR008
TXN002299,M23207,978-1-692385-96-5,2024-03-19,2024-03-31,BR005
TXN002300,M53815,978-1-682145-78-4,2025-08-08,2025-08-30,BR002
TXN002301,M82321,978-0-318379-83-8,2024-04-08,2024-05-02,BR003
TXN002302,M57367,978-1-938373-55-8,2025-04-17,2025-04-29,BR010
TXN002303,M41228,978-0-256557-45-9,2024-01-08,2024-01-11,BR004
TXN002304,M23941,978-0-455627-58-8,2025-09-15,2025-09-17,BR012
TXN002305,M86881,978-0-698717-87-9,2024-05-08,2024-05-15,BR015
TXN002306,M35287,978-1-296481-86-5,2025-09-08,,BR015
TXN002307,M81641,978-0-920347-49-2,2024-08-13,2024-09-07,BR005
TXN002308,M36476,978-1-844321-14-8,2025-10-03,,BR003
TXN002309,M35127,978-1-533973-21-4,2025-03-16,2025-04-14,BR012
TXN002310,,978-1-349185-57-3,2024-02-17,2024-03-09,BR015
TXN002311,M25391,978-1-969749-48-3,2024-02-04,2024-02-21,BR002
TXN002312,M76043,978-0-650607-48-4,2025-08-23,2025-09-15,BR003
TXN002313,M26899,978-0-217683-57-9,2024-01-08,,BR010
TXN002314,M34928,978-0-915572-35-9,2024-11-11,2024-11-29,BR007
TXN002315,M77303,978-0-565330-74-3,2023-11-23,2023-12-10,BR003
TXN002316,M60351,978-0-937838-71-6,2025-09-01,2025-09-10,BR007
TXN002317,M37122,978-0-299451-53-0,2024-08-03,2024-08-22,BR003
TXN002318,M11161,978-1-868020-77-5,2024-08-08,2024-08-25,BR013
TXN002319,M78822,978-1-913205-51-5,2024-04-19,2024-05-12,BR014
TXN002320,M45194,978-0-906859-22-3,2023-10-23,2023-11-10,BR003
TXN002321,M41223,978-0-315154-14-8,08/15/2024,2024-09-13,BR011
TXN002322,M46406,978-1-506415-76-5,2024-10-24,2024-10-26,BR005
TXN002323,M94202,978-0-104309-49-0,2025-06-23,2025-06-27,BR014
TXN002324,M10183,978-0-820426-86-0,2025-05-02,2025-05-14,BR011
TXN002325,M52540,978-0-449479-69-8,2025-01-16,2025-01-25,BR012
TXN002326,M27512,978-0-208111-76-0,27/06/2024,2024-06-29,BR010
TXN002327,M92045,978-1-123572-83-4,2024-06-23,2024-07-17,BR014
TXN002328,M46659,978-1-769883-36-3,2024-12-27,2025-01-24,BR001
TXN002329,M86449,978-1-310297-34-2,2024-04-10,2024-05-01,BR012
TXN002330,M43730,978-1-390088-78-6,2025-08-18,2025-08-25,BR011
TXN002331,M67958,978-1-910326-66-4,2025-04-26,2025-05-17,BR005
TXN002332,M61834,978-0-385898-29-4,2024-11-07,2024-11-21,BR004
TXN002333,M58318,978-0-386929-24-9,2025-03-02,,BR008
TXN002334,M33791,978-0-753205-81-5,2025-10-03,2025-10-10,BR014
TXN002335,M84666,978-0-316612-79-1,2025-03-23,2025-04-02,BR012
TXN002336,M12758,978-1-676051-50-3,2025-06-18,2025-07-01,BR015
TXN002337,M89668,978-1-248433-46-1,2024-06-15,,BR003
TXN002338,M42145,978-0-279594-19-6,2024-01-03,2024-01-07,BR011
TXN002339,M79045,978-1-743052-53-2,2025-08-05,2025-08-25,BR013
TXN002340,M23071,978-1-153190-26-8,2025-02-21,2025-02-22,BR001
TXN002341,M94473,978-0-593602-96-6,2024-06-17,2024-06-20,BR003
TXN002342,M45082,978-0-211072-59-1,2024-06-08,2024-07-04,BR011
TXN002343,M11231,978-0-190302-64-1,2023-10-26,2023-11-22,BR002
TXN002344,M54353,978-1-287677-86-4,2024-06-11,2024-06-27,BR002
TXN002345,M83774,978-1-746253-55-4,2023-11-15,2023-11-26,BR014
TXN002346,M72771,978-1-448475-35-3,2024-12-15,2024-12-24,BR001
TXN002347,M92245,978-0-892453-69-6,2024-04-22,2024-04-26,BR001
TXN002348,M81387,978-0-197429-99-0,2024-12-06,2024-12-20,BR009
TXN002349,,978-1-322086-79-8,2025-06-07,,BR004
TXN002350,M65985,978-1-201987-68-0,2025-08-14,2025-08-22,BR006
TXN002351,M99707,978-1-817727-92-2,2025-04-12,2025-05-11,BR015
TXN002352,M24733,978-1-593403-39-3,2024-01-10,2024-01-20,BR002
TXN002353,M56833,978-0-250703-88-3,2024-02-05,2024-03-06,BR006
TXN002354,M21115,978-1-481104-60-9,2024-07-17,2024-07-31,BR010
TXN002355,M79531,978-0-833599-95-7,10/21/2023,2023-10-26,BR003
TXN002356,M97460,978-1-927094-51-8,2024-10-16,2024-10-28,BR010
TXN002357,M23621,978-1-611187-13-7,2024-10-11,2024-11-10,BR008
TXN002358,M44786,978-0-598424-24-2,2024-01-16,2024-02-11,BR012
TXN002359,M10285,978-1-601903-69-3,2024-04-24,2024-04-29,BR003
TXN002360,M51976,978-0-395968-54-3,2025-03-25,2025-04-20,BR008
TXN002361,M72709,978-0-632623-23-5,2024-03-19,2024-04-12,BR002
TXN002362,M46500,978-1-957266-23-7,2025-01-14,2025-01-20,BR006
TXN002363,,978-1-683165-93-4,2025-06-24,2025-07-17,BR008
TXN002364,M64256,978-0-930924-48-5,2024-07-03,2024-07-29,BR011
TXN002365,M95715,978-1-520286-85-3,2024-11-30,2024-12-16,BR007
TXN002366,M80614,978-1-350164-89-5,2025-06-01,2025-06-09,BR009
TXN002367,M60413,978-0-674566-30-9,2025-01-10,2025-01-29,BR012
TXN002368,M38748,978-1-502460-18-9,2024-12-07,2024-12-14,BR004
TXN002369,M12248,978-1-318353-98-9,2024-05-15,2024-06-14,BR008
TXN002370,M24438,978-1-922412-65-2,2025-05-20,2025-06-17,BR006
TXN002371,M28264,978-1-670977-98-4,2025-08-12,2025-08-30,BR003
TXN002372,M65191,978-0-281493-94-4,12/01/2024,2024-02-05,BR014
TXN002373,M28061,978-0-875282-83-1,2024-10-08,2024-10-21,BR012
TXN002374,M13453,978-1-219876-85-3,2025-08-22,2025-09-14,BR007
TXN002375,M23894,978-1-441183-81-1,2025-05-19,2025-06-08,BR002
TXN002376,M30732,978-1-322086-79-8,2024-06-14,2024-06-22,BR006
TXN002377,M20101,978-1-322086-79-8,29/05/2024,2024-06-03,BR014
TXN002378,M33910,978-0-961953-66-9,2024-04-28,2024-05-21,BR003
TXN002379,M49257,978-0-422998-61-1,12/03/2024,2024-12-29,BR012
TXN002380,M94521,978-0-727320-23-0,2025-01-19,2025-01-21,BR005
TXN002381,M94207,978-1-322086-79-8,2025-05-16,2025-05-22,BR013
TXN002382,M11424,978-1-443312-73-8,2024-10-03,2024-11-01,  BR007 
TXN002383,M69545,978-0-194930-37-6,2025-06-20,2025-07-09,BR014
TXN002384,M75781,978-0-708979-91-4,2023-10-24,2023-10-30,BR004
TXN002385,M45628,978-0-893853-28-0,2025-09-25,2025-09-30,BR009
TXN002386,M37769,978-0-574978-78-3,2025-02-07,2025-02-13,BR001
TXN002387,M83307,978-1-508926-88-7,2025-03-08,2025-03-23,BR002
TXN002388,M72575,978-1-305171-36-7,2024-05-20,2024-06-02,BR011
TXN002389,M31603,978-1-414295-82-4,2024-01-25,2024-02-01,BR006
TXN002390,M45378,978-1-555844-54-7,2023-12-02,2023-12-27,BR002
TXN002391,M53970,978-1-322086-79-8,10/29/2024,2024-11-02,BR005
TXN002392,M18561,978-0-711033-11-5,2024-12-25,2025-01-04,BR001
TXN002393,M34607,978-1-988811-26-0,2025-05-02,2025-05-10,BR011
TXN002394,M45280,978-1-165442-57-7,2025-05-23,2025-06-11,BR010
TXN002395,M73413,978-1-322086-79-8,2023-11-20,,BR006
TXN002396,M50449,978-1-322086-79-8,2024-11-13,2024-11-26,BR006
TXN002397,M75564,978-0-100884-81-6,2024-06-30,2024-07-12,  BR013 
TXN002398,,978-1-215027-46-4,2024-06-09,2024-07-08,BR002
TXN002399,M76005,978-0-346668-65-2,2023-10-19,2023-10-20,BR013
TXN002400,M86962,978-1-755584-50-2,2023-12-05,2024-01-02,BR008
TXN002401,,978-1-525756-58-0,2023-12-03,2023-12-06,BR003
TXN002402,M92044,978-1-671598-37-9,2023-10-26,2023-11-02,BR012
TXN002403,M99320,978-0-597938-27-6,2023-11-16,2023-12-03,BR013
TXN002404,M77672,978-0-682401-59-3,2025-03-31,2025-04-30,BR010
TXN002405,M54749,978-1-980764-63-2,2025-04-28,2025-05-10,BR003
TXN002406,M91719,978-0-402483-95-3,2024-11-22,,BR007
TXN002407,M99505,978-0-240800-11-0,2025-08-12,2025-09-01,BR004
TXN002408,M19830,978-0-779885-12-1,2024-10-12,2024-10-28,BR010
TXN002409,M22767,978-0-856379-72-7,2024-02-14,2024-02-24,BR003
TXN002410,M81714,978-1-242371-20-2,2024-06-12,2024-06-15,BR013
TXN002411,M75393,978-0-773440-63-0,2025-04-09,2025-04-19,BR006
TXN002412,M31164,978-1-927251-99-7,2025-02-04,2025-02-07,BR010
TXN002413,M19323,978-1-753523-33-6,2025-06-18,2025-07-04,BR013
TXN002414,M43557,978-1-634160-64-3,2024-02-14,2024-02-19,BR008
TXN002415,M26248,978-1-503402-55-3,06/18/2025,,BR008
TXN002416,M47568,978-0-294816-64-8,18/03/2024,2024-04-09,BR014
TXN002417,M26906,978-0-706012-73-6,2025-05-05,2025-05-16,BR009
TXN002418,M58979,978-0-846722-74-8,2025-08-26,2025-09-04,BR007
TXN002419,M99463,978-1-322086-79-8,2025-08-22,,BR011
TXN002420,M42088,978-1-530794-79-9,2025-09-04,,BR009
TXN002421,M23801,978-1-135087-14-2,2025-06-07,2025-07-05,  BR003 
TXN002422,M19565,978-1-839122-57-6,2025-01-14,2025-01-17,BR014
TXN002423,M55735,978-0-708455-71-5,2024-11-12,2024-12-09,BR011
TXN002424,M70929,978-0-248989-77-0,2024-10-09,2024-11-08,BR003
TXN002425,M62028,978-1-587521-76-8,2024-10-17,2024-10-20,BR004
TXN002426,M51587,978-0-648779-88-9,2024-02-01,2024-02-24,BR010
TXN002427,M72419,978-0-357143-70-4,2023-12-25,,BR008
TXN002428,M30413,978-0-817303-91-4,2023-11-09,2023-11-20,  BR003 
TXN002429,M84475,978-1-322086-79-8,2024-01-08,2024-01-10,BR010
TXN002430,M57381,978-1-742818-16-0,2024-12-30,2025-01-06,BR008
TXN002431,M13007,978-1-661023-11-9,2025-03-18,2025-03-27,BR011
TXN002432,M93320,978-1-576089-75-0,2025-10-11,,BR003
TXN002433,M63093,978-1-701846-52-4,2025-06-18,2025-07-16,BR014
TXN002434,M65013,978-1-470057-47-3,2024-01-14,2024-01-20,BR011
TXN002435,M17044,978-1-275645-14-1,2024-05-28,2024-06-22,BR015
TXN002436,M48915,978-1-862285-82-8,2025-08-28,2025-09-13,BR006
TXN002437,M72324,978-1-164401-90-2,26/12/2024,2025-01-18,BR013
TXN002438,M67250,978-1-706224-31-0,2025-05-23,2025-06-19,BR012
TXN002439,M11301,978-0-788201-47-9,2023-11-01,2023-11-04,BR015
TXN002440,M97551,978-0-400748-72-6,2024-06-03,2024-06-30,BR003
TXN002441,M51486,978-1-322086-79-8,2024-03-21,2024-03-26,BR015
TXN002442,,978-0-232981-74-2,2025-08-09,2025-08-31,BR002
TXN002443,M63265,978-0-992805-45-6,2024-11-29,,BR012
TXN002444,M69055,978-1-238976-88-6,2023-12-19,2024-01-03,BR014
TXN002445,M93744,978-1-388586-42-3,10/31/2023,,BR002
TXN002446,M34596,978-0-877444-24-4,2024-06-22,2024-07-12,BR009
TXN002447,M59487,978-0-720515-29-9,2023-10-16,2023-11-07,BR004
TXN002448,M85607,978-1-487728-32-8,2025-01-27,2025-01-28,BR006
TXN002449,M49576,978-1-920539-99-3,2025-06-02,2025-06-06,BR009
TXN002450,M75422,978-0-608473-33-8,2024-05-11,2024-05-23,BR008
TXN002451,M56165,978-0-459502-20-1,13/03/2025,2025-04-07,BR007
TXN002452,M54017,978-0-724473-29-8,11/04/2025,2025-04-23,BR003
TXN002453,M33186,978-1-889327-62-4,2024-02-18,2024-03-02,BR003
TXN002454,M47359,978-1-349505-94-4,12/05/2023,2023-12-26,BR012
TXN002455,M47125,978-1-861265-91-3,2023-12-21,2023-12-25,BR015
TXN002456,M21484,978-0-321099-83-9,2023-11-02,,BR002
TXN002457,M12153,978-1-156964-92-7,2025-07-19,2025-08-12,BR007
TXN002458,M91766,978-1-892182-24-1,2024-03-21,2024-04-07,BR002
TXN002459,M86183,978-0-275741-69-3,2024-07-14,2024-07-28,  BR011 
TXN002460,M37770,978-1-599365-48-0,2025-09-24,2025-09-28,BR008
TXN002461,M35632,978-1-882395-78-1,2024-01-24,2024-02-19,BR002
TXN002462,M70810,978-0-498249-97-6,2024-07-16,2024-08-11,BR014
TXN002463,M61879,978-1-322086-79-8,2025-04-06,2025-04-23,BR006
TXN002464,M47172,978-1-597643-43-6,2024-04-21,2024-05-18,BR011
TXN002465,M64357,978-0-656208-65-4,2024-12-13,2024-12-27,BR001
TXN002466,M14282,978-1-322086-79-8,2024-05-09,2024-06-05,BR003
TXN002467,M78021,978-0-402820-67-3,2024-10-14,2024-10-20,BR010
TXN002468,M84997,978-1-811451-50-2,2024-06-07,2024-06-20,BR004
TXN002469,,978-0-202093-78-9,2024-10-03,2024-10-29,BR007
TXN002470,M85740,978-1-985249-65-3,2024-01-16,2024-02-09,BR011
TXN002471,M32769,978-1-451238-44-0,2025-08-19,2025-09-02,  BR006 
TXN002472,M40273,978-1-941289-22-8,2024-03-04,2024-03-08,BR013
TXN002473,M92764,978-1-786128-84-3,2023-12-23,2024-01-13,BR007
TXN002474,M44108,978-1-583507-96-4,2024-06-03,2024-06-10,BR003
TXN002475,M22223,978-0-869983-96-6,2024-01-21,,BR007
TXN002476,M87763,978-0-645209-53-2,2023-11-17,2023-12-17,BR010
TXN002477,M20324,978-0-428487-80-5,2024-11-07,2024-11-12,BR001
TXN002478,M69468,978-0-805483-11-6,2024-07-16,2024-07-24,BR013
TXN002479,M95527,978-0-112542-62-9,2024-01-14,2024-02-10,BR005
TXN002480,M42145,978-0-650779-23-5,2024-02-17,2024-03-13,BR013
TXN002481,M44141,978-1-468591-38-5,2025-04-14,,BR005
TXN002482,M28844,978-1-364132-34-7,2024-06-30,2024-07-28,BR011
TXN002483,M23555,978-0-124851-89-4,2024-10-04,2024-10-08,BR015
TXN002484,M28590,978-0-159645-86-4,2023-12-29,2024-01-01,BR015
TXN002485,M74781,978-0-728500-91-4,2025-05-04,2025-05-17,BR015
TXN002486,M23195,978-0-842470-25-4,2024-01-15,2024-01-31,BR001
TXN002487,M92009,978-0-998043-87-6,2023-12-28,2024-01-26,BR011
TXN002488,M51102,978-0-494220-94-8,2024-03-17,2024-03-23,BR008
TXN002489,M49158,978-1-322086-79-8,2025-02-06,2025-02-27,BR003
TXN002490,M89515,978-0-216229-99-0,2025-03-31,2025-04-12,BR002
TXN002491,M73427,978-0-365641-47-6,2024-08-12,2024-08-18,BR010
TXN002492,M78386,978-1-792561-19-1,2023-11-04,2023-11-24,BR015
TXN002493,M13873,978-1-389809-64-4,2025-09-02,2025-09-07,BR009
TXN002494,M38351,978-1-369836-30-1,2024-03-14,2024-03-15,BR002
TXN002495,M52931,978-0-390756-17-6,2024-06-06,2024-06-11,BR002
TXN002496,M45073,978-1-507466-52-0,2024-12-24,2025-01-05,BR004
TXN002497,M82285,978-0-370782-43-0,2024-10-17,2024-11-02,BR008
TXN002498,M67155,978-0-561976-18-1,2024-08-08,2024-08-17,BR007
TXN002499,M32670,978-1-310416-88-0,12/29/2023,2024-01-07,BR014
TXN002500,M61488,978-1-287110-92-7,2024-12-26,2025-01-05,BR013
TXN002501,M31712,978-1-213697-28-7,2025-06-14,2025-07-13,BR012
TXN002502,M68478,978-1-328994-88-2,29/03/2025,2025-04-09,BR012
TXN002503,M91646,978-0-563031-43-7,2023-12-28,2024-01-16,BR007
TXN002504,M56257,978-0-136554-19-6,2024-02-01,2024-02-16,BR011
TXN002505,M31921,978-0-699098-42-7,2024-04-11,2024-04-25,BR009
TXN002506,M48466,978-1-119676-73-7,2025-10-11,2025-10-28,BR015
TXN002507,M56170,978-0-784578-91-9,2025-06-17,2025-06-28,BR002
TXN002508,M66280,978-0-139673-95-5,2025-05-14,2025-05-21,BR006
TXN002509,M96108,978-1-379378-29-7,2025-02-14,2025-02-18,BR003
TXN002510,M11262,978-1-510339-83-5,2024-09-13,2024-09-20,BR001
TXN002511,M70997,978-0-640418-72-4,2024-07-09,2024-07-27,BR006
TXN002512,M18681,978-1-557239-61-7,2025-08-15,2025-08-22,BR010
TXN002513,M23489,978-0-666366-38-2,2025-01-24,2025-02-22,BR012
TXN002514,M97994,978-0-503097-98-1,2023-11-20,2023-12-12,  BR015 
TXN002515,M67043,978-1-227091-82-8,2025-10-12,2025-10-14,BR006
TXN002516,M74740,978-1-449636-97-5,2025-08-26,2025-08-30,BR005
TXN002517,M69347,978-1-520075-17-4,2024-12-03,2024-12-11,BR006
TXN002518,M85551,978-1-322086-79-8,09/07/2025,2025-10-05,BR001
TXN002519,M85465,978-0-483102-78-1,2025-08-30,2025-09-04,BR015
TXN002520,M62797,978-1-322086-79-8,2025-08-14,2025-08-16,BR009
TXN002521,M54222,978-1-184365-68-0,2024-02-05,2024-03-03,BR002
TXN002522,M64405,978-1-779259-35-6,2023-10-30,2023-11-11,BR005
TXN002523,M62473,978-0-681409-15-6,2025-07-04,2025-07-24,BR013
TXN002524,M16169,978-1-792829-34-5,2024-12-25,2025-01-10,BR012
TXN002525,M94029,978-1-829685-59-3,2024-03-02,2024-03-22,BR002
TXN002526,M23466,978-1-322086-79-8,2025-03-23,2025-03-28,BR001
TXN002527,M23780,978-0-761249-98-6,2024-11-23,2024-12-07,BR014
TXN002528,M39667,978-1-610135-20-7,2025-10-13,2025-11-08,BR004
TXN002529,M58349,978-1-871043-34-1,2025-05-22,2025-06-21,BR009
TXN002530,M16880,978-0-137432-34-9,2025-09-20,,BR013
TXN002531,M16291,978-0-854701-85-8,2025-01-23,2025-02-15,BR002
TXN002532,M90314,978-0-612997-59-2,2025-08-21,2025-08-27,BR007
TXN002533,M28056,978-0-931247-79-8,2023-12-09,2024-01-06,BR002
TXN002534,M29398,978-1-623956-78-3,2024-05-11,2024-06-09,BR015
TXN002535,M64171,978-1-117215-14-3,03/24/2024,2024-04-10,BR011
TXN002536,M41525,978-1-158777-53-2,2023-12-24,2024-01-02,BR011
TXN002537,M52193,978-0-525205-25-8,2024-06-06,2024-06-15,BR008
TXN002538,M48828,978-0-946309-93-1,2024-12-07,2025-01-04,  BR006 
TXN002539,M41768,978-1-811016-78-7,2024-12-31,2025-01-23,BR012
TXN002540,M20225,978-0-877048-84-8,2024-04-01,,BR008
TXN002541,M11720,978-0-175532-14-8,2023-12-21,2023-12-28,BR008
TXN002542,M73916,978-0-612643-93-2,2024-03-22,2024-04-16,BR004
TXN002543,M79159,978-0-594109-89-1,2024-05-17,2024-05-27,BR006
TXN002544,M69509,978-0-354471-99-2,2025-04-09,2025-05-09,BR014
TXN002545,M27047,978-0-115063-32-9,2025-03-15,2025-03-30,BR006
TXN002546,M91327,978-0-422266-22-2,2024-06-17,2024-06-20,BR013
TXN002547,M46416,978-1-740916-31-8,2024-02-09,2024-03-08,BR011
TXN002548,M85660,978-0-957525-23-8,2025-02-18,2025-02-22,BR003
TXN002549,M24444,978-0-621292-86-2,2024-03-27,2024-04-05,BR015
TXN002550,M13746,978-0-166175-35-4,2024-09-01,2024-09-10,BR009
TXN002551,M25509,978-1-453729-96-0,2024-08-06,2024-08-13,BR002
TXN002552,M29742,978-1-439984-25-3,2024-09-25,2024-09-27,BR007
TXN002553,M67847,978-0-437211-37-8,2024-02-05,,BR002
TXN002554,M60137,978-0-721894-32-4,2025-02-15,2025-02-22,BR007
TXN002555,M62781,978-1-166292-25-6,2024-12-28,2025-01-13,BR005
TXN002556,M77976,978-1-248097-63-2,2024-07-15,,BR011
TXN002557,M42629,978-0-830119-57-8,2024-05-26,2024-06-24,BR004
TXN002558,M14677,978-0-559969-41-6,2025-09-16,,BR004
TXN002559,M23242,978-0-239849-22-9,2025-06-17,2025-07-10,BR015
TXN002560,M63026,978-1-915437-30-3,2025-02-14,2025-03-13,BR002
TXN002561,M45162,978-0-610622-20-5,2023-12-01,2023-12-13,BR003
TXN002562,M93479,978-0-107574-32-1,2025-05-18,2025-05-19,BR010
TXN002563,M22352,978-0-841071-93-3,2023-10-31,2023-11-16,BR015
TXN002564,M50019,978-1-536440-98-0,11/11/2024,2024-11-22,BR012
TXN002565,M99318,978-1-825990-26-4,2025-08-10,2025-08-25,BR003
TXN002566,M28590,978-0-250038-91-6,2025-08-30,2025-09-10,BR011
TXN002567,M12729,978-1-648496-67-7,2024-03-13,2024-03-19,BR005
TXN002568,M99024,978-1-350875-32-6,2025-09-22,2025-10-08,BR001
TXN002569,M86435,978-1-322086-79-8,2025-04-17,2025-04-21,BR014
TXN002570,M15921,978-0-725236-33-5,2025-07-20,2025-07-30,BR010
TXN002571,M39922,978-1-741780-21-5,2025-05-23,2025-06-17,BR003
TXN002572,M22308,978-1-464750-63-2,2025-05-24,2025-06-08,BR013
TXN002573,M74312,978-0-684801-40-7,2024-05-30,2024-06-15,BR009
TXN002574,M43231,978-0-223215-77-1,2024-02-07,2024-02-17,BR001
TXN002575,M53743,978-0-748985-56-2,2025-09-13,2025-10-11,BR013
TXN002576,M88085,978-0-586765-90-6,2025-04-25,2025-05-19,BR005
TXN002577,M93859,978-1-322086-79-8,2025-04-14,2025-05-06,BR007
TXN002578,M28564,978-0-389854-16-6,2025-05-04,2025-05-28,BR001
TXN002579,M66455,978-0-218152-29-6,2025-08-02,,BR012
TXN002580,M59516,978-1-621682-32-5,2025-09-23,2025-10-15,BR005
TXN002581,M81423,978-0-802695-15-4,30/03/2024,2024-04-28,BR008
TXN002582,M79062,978-0-776185-56-9,2025-03-03,2025-04-01,BR015
TXN002583,M53410,978-1-319770-65-5,2024-08-06,2024-08-15,BR007
TXN002584,M50543,978-1-450533-88-1,2023-11-02,2023-11-13,BR010
TXN002585,M90264,978-1-145421-23-3,08/10/2025,2025-11-03,BR013
TXN002586,M55481,978-0-663463-32-9,2024-08-05,2024-08-27,BR001
TXN002587,M29284,978-0-923648-13-8,2024-01-19,2024-01-29,BR003
TXN002588,M91762,978-1-639915-24-8,2024-07-10,2024-07-20,BR003
TXN002589,M18469,978-0-346729-66-7,2024-01-02,2024-01-09,BR001
TXN002590,M47095,978-1-539422-35-8,17/04/2024,,BR002
TXN002591,M50084,978-1-322086-79-8,2023-12-02,2023-12-03,  BR006 
TXN002592,M16540,978-1-341238-24-6,2023-12-08,2024-01-03,BR006
TXN002593,M75797,978-1-338846-22-5,2024-09-12,2024-09-15,BR013
TXN002594,M45477,978-0-873584-62-3,2024-07-18,2024-08-06,BR012
TXN002595,M20579,978-0-493774-38-1,2024-02-04,2024-02-16,BR001
TXN002596,M42601,978-0-593869-84-0,12/21/2023,2024-01-03,BR011
TXN002597,M22863,978-1-156978-65-8,2025-06-09,2025-06-19,BR015
TXN002598,M32715,978-0-326665-88-6,2024-09-26,2024-10-22,BR011
TXN002599,M85781,978-1-286710-59-3,2025-01-26,2025-01-31,BR013
TXN002600,M64566,978-1-243030-68-9,2025-09-08,2025-09-18,BR005
TXN002601,M84273,978-0-762722-55-6,2024-06-14,2024-06-27,BR008
TXN002602,M67264,978-1-312033-52-8,2025-07-10,2025-07-21,BR009
TXN002603,M76036,978-0-133653-98-4,2024-09-28,2024-10-10,BR012
TXN002604,M66055,978-0-394234-27-4,2024-02-11,2024-03-12,BR007
TXN002605,M83257,978-1-322086-79-8,2024-01-13,2024-02-07,  BR013 
TXN002606,M28426,978-0-993021-69-5,2024-11-08,2024-11-27,BR005
TXN002607,M77135,978-1-538539-31-6,2024-09-11,2024-09-30,BR010
TXN002608,M48449,978-1-330533-47-5,07/03/2024,2024-03-20,BR014
TXN002609,M97828,978-1-322086-79-8,2025-05-06,2025-05-23,BR013
TXN002610,M70322,978-0-927899-91-8,2024-03-03,,BR002
TXN002611,M95181,978-0-706204-80-3,2025-06-14,,BR010
TXN002612,M48086,978-0-190674-62-5,2024-06-25,2024-06-27,BR012
TXN002613,M25917,978-1-326956-85-1,2025-06-29,2025-07-22,BR011
TXN002614,M16949,978-1-977646-69-9,2025-09-03,2025-09-27,BR009
TXN002615,M74920,978-1-115208-64-2,2023-12-08,2024-01-05,BR015
TXN002616,M30286,978-0-359870-51-6,2024-08-16,2024-09-15,BR005
TXN002617,M10845,978-1-707615-38-4,2023-12-03,2023-12-07,BR010
TXN002618,M18800,978-1-322086-79-8,2025-03-15,2025-04-01,BR010
TXN002619,M22696,978-0-701568-10-8,2024-12-05,2025-01-01,BR002
TXN002620,M76296,978-1-146372-15-2,12/05/2024,2024-05-22,BR001
TXN002621,M63026,978-1-869105-74-7,2024-09-23,2024-10-20,  BR003 
TXN002622,M81659,978-0-546376-77-7,2023-10-30,2023-11-27,BR010
